,v,T
159,0.045056315327233865,7
160,0.06073433617129826,6
161,0.040637628956342556,6
162,0.035007822594064895,7
163,0.04867364116868932,6
164,0.051744918838485386,5
165,0.04774979384633274,7
166,0.0498132213437307,7
167,0.04913329068135348,5
168,0.041806919804655944,7
169,0.049721146142568,5
170,0.06135672967702491,7
171,0.05049086448206893,7
172,0.05085182895888802,7
173,0.04143302817701211,8
174,0.0649002557913357,7
175,0.06312051776777142,5
176,0.02724485516385218,7
177,0.026325062760090844,8
178,0.045751184861191604,7
179,0.044629315756168846,7
180,0.06254463468783128,5
181,0.06770243801206471,7
182,0.037866425083097524,7
183,0.05724731579187761,7
184,0.049667230259877425,8
185,0.038636555894865435,6
186,0.0505760623286781,5
187,0.05503492537593227,6
188,0.06006297473617049,8
189,0.06463536597937976,5
190,0.03810435600098556,7
191,0.038635195628629215,5
192,0.04214807751028604,7
193,0.039459945601338094,6
194,0.04782685371549853,8
195,0.05169176630708905,6
196,0.046194617135331566,5
197,0.06458007250462879,7
198,0.05268264834977162,6
199,0.0479809393270365,7
200,0.089103577502684,17
201,0.08592133987843797,15
202,0.07011574818877707,16
203,0.08070016863977506,15
204,0.0719231526004805,17
205,0.06651324137415839,16
206,0.06746521271766921,16
207,0.09362427548106578,14
208,0.09133339916912601,15
209,0.08458757143954097,14
210,0.06499324052802856,16
211,0.08837683694716947,18
212,0.06776893458423433,15
213,0.06686962009241249,15
214,0.05969649067537432,16
215,0.09901543326674361,15
216,0.07456401178378945,16
217,0.08563866656409062,13
218,0.08594125681911947,16
219,0.07874639800922124,14
220,0.08479291174005696,15
221,0.09243319572266016,15
222,0.08120465708915679,16
223,0.0816813189565919,16
224,0.07292214528367494,15
225,0.10477949396433285,15
226,0.07377591822199567,16
227,0.0958590524418424,14
228,0.0645879817861591,16
229,0.07373122909665344,17
230,0.08455277722890364,17
231,0.08431014561960137,16
232,0.0799916751776206,15
233,0.08219879078103487,14
234,0.08500316573349051,16
235,0.07491574770512792,16
236,0.07530021907318157,15
237,0.07550601563371509,17
238,0.08918473305518869,16
239,0.07822378198055045,17
240,0.07948218211744905,17
241,0.06789442644151746,16
242,0.07992115514820217,16
243,0.07050783438415648,15
244,0.08735228755551158,15
245,0.06421459313841371,16
246,0.08998436134191982,15
247,0.0854724285934615,14
248,0.07693569622470349,15
249,0.08653580550771177,14
250,0.09469904849290323,16
251,0.08546933778105027,17
252,0.10018796143429447,14
253,0.07893340217348113,15
254,0.07286000640607355,15
255,0.08705598277736307,16
256,0.07064603125732882,16
257,0.07882732418737187,16
258,0.08471394487369753,16
259,0.08246783451294318,16
260,0.08066039096471284,17
261,0.07320348328880237,15
262,0.08621011259395162,15
263,0.08397990382748997,17
264,0.08566150518061472,16
265,0.07608820747020364,15
266,0.0678374343431982,16
267,0.07864230574884697,14
268,0.08152956403287331,14
269,0.07415896377162967,14
270,0.07938933047568432,14
271,0.0949579402438484,15
272,0.06597419813527856,18
273,0.10228523911893574,15
274,0.0692340660459767,15
275,0.0748110923412907,14
276,0.09023822734508317,15
277,0.07993902954675042,16
278,0.06815129341376222,16
279,0.08697919092778642,16
280,0.08189667578713766,16
281,0.07780158900799872,16
282,0.08527563828643911,14
283,0.09607268783892062,17
284,0.09003385716770239,16
285,0.0763877252499545,15
286,0.078866972023163,15
287,0.083067078109708,16
288,0.08742353556763437,18
289,0.09201546108961484,16
290,0.08522659275900048,15
291,0.08207800180235764,16
292,0.07680014888762111,16
293,0.07303073494097007,16
294,0.07557848359447389,14
295,0.07422835247461994,15
296,0.07532281083975476,15
297,0.08866806945478158,16
298,0.07483365189295674,17
299,0.08616065366930709,16
300,0.07205586841773949,16
301,0.07085900095164802,15
302,0.08112808313878195,14
303,0.0733507552033276,16
304,0.09089964036728049,17
305,0.07881065127168035,17
306,0.060367639963739415,15
307,0.07054801639048225,13
308,0.08127111433196413,15
309,0.08108813391449286,15
310,0.07649846675193894,15
311,0.07818009996459377,16
312,0.08161595654966491,16
313,0.09048187657982845,15
314,0.08914546913586813,15
315,0.08019365399769128,16
316,0.08849614398762823,14
317,0.06956665392943598,15
318,0.07445078232514254,15
319,0.07478329525534778,16
320,0.07099243612922711,16
321,0.06656429720930528,16
322,0.09451387443487655,15
323,0.07545451416290055,17
324,0.08348722004053617,17
325,0.0743385228898715,18
326,0.09355401293439558,15
327,0.07847224205954254,16
328,0.09173528398726657,15
329,0.08362932547483543,15
330,0.06525045923299971,17
331,0.08774821057485716,17
332,0.07424414142219053,15
333,0.06641145460985576,16
334,0.08448419828246213,15
335,0.09000268316537631,17
336,0.09854658809179628,14
337,0.07981512638355046,15
338,0.08739680824158373,18
339,0.08322261482265134,16
340,0.07236027654012983,16
341,0.07088473776496909,15
342,0.08975952936755588,14
343,0.08071887854500855,16
344,0.08843596857350311,15
345,0.08292497517116058,15
346,0.08582765747781197,16
347,0.09552250031462248,16
348,0.07408882184980935,18
349,0.07102024007486338,16
350,0.07855326343850323,16
351,0.0861205358286723,16
352,0.08415570511639398,18
353,0.09135391037133092,15
354,0.07662037366614015,17
355,0.07942470733766378,15
356,0.08081195055908644,14
357,0.08046872450502428,15
358,0.07892542427062178,15
359,0.08329804031666078,15
360,0.07429465621057328,14
361,0.08376178588786708,16
362,0.0679354941970557,13
363,0.08556854796595134,16
364,0.07123103812490111,15
365,0.08111738294035978,17
366,0.07535986492555087,16
367,0.09085131817571705,14
368,0.08102340862183759,14
369,0.07996702368421037,13
370,0.07062680518206267,16
371,0.07567511631744683,17
372,0.08312707804826092,13
373,0.0745191593713982,16
374,0.07350791015238271,15
375,0.07986428979301581,14
376,0.09357129735489135,15
377,0.09437813139906855,16
378,0.07967603234286812,16
379,0.09198672482648897,16
380,0.08569650314605746,15
381,0.09438710013157449,17
382,0.06649581075986827,14
383,0.0724347638595764,16
384,0.08057085296192207,18
385,0.08493196114280135,17
386,0.09305305599426829,15
387,0.07354028794555013,15
388,0.07908252867450187,16
389,0.08545373076585629,16
390,0.07793845581224666,16
391,0.08411817161348982,15
392,0.07807135441993317,15
393,0.07693978051648674,16
394,0.07627583603872783,16
395,0.09276771675550652,17
396,0.06689226521769055,16
397,0.07989510369642881,14
398,0.08174182888358855,17
399,0.08252640489589638,14
400,0.08683170320579123,15
401,0.09072748678757522,15
402,0.08384128058628146,15
403,0.07101269001958482,14
404,0.07653314810909843,16
405,0.08008453646990106,17
406,0.073332071435791,15
407,0.07841086341796123,14
408,0.07924665602718967,16
409,0.07759544661465416,16
410,0.07876426029252741,15
411,0.07380159491821486,15
412,0.07044384757813232,15
413,0.09152725426618803,15
414,0.08600523866010036,15
415,0.10145994601294903,16
416,0.06697031621946022,15
417,0.07084729201203578,16
418,0.0813894356516463,16
419,0.07414541552208759,16
420,0.09364181903940569,16
421,0.07672761442621173,14
422,0.07858144386614421,14
423,0.08566619502269926,16
424,0.0797844989656467,15
425,0.06995348755023731,15
426,0.07746968065559015,15
427,0.0784803684008763,16
428,0.07367483562001365,15
429,0.08178043184478428,15
430,0.07309573559119961,15
431,0.07524751728627943,15
432,0.09372057815043705,14
433,0.09260649818418716,14
434,0.08066424110970097,15
435,0.09466369662845299,16
436,0.07003040558895438,13
437,0.059239867358172535,14
438,0.07619769298150365,14
439,0.07549428181575925,15
440,0.07993547684648944,16
441,0.0856883051098006,16
442,0.08085659516412534,14
443,0.07648917010715273,14
444,0.08093609670609359,15
445,0.0700372858292242,13
446,0.08198292416431686,16
447,0.07394591187893333,16
448,0.09055788069685043,16
449,0.08457791320174701,15
450,0.07807775910473931,14
451,0.0630524979695048,15
452,0.06289870579436704,15
453,0.08148235601471893,16
454,0.07548801611101355,16
455,0.07832374264664944,16
456,0.07207104268411496,13
457,0.06723441335321413,16
458,0.08276319023384118,15
459,0.0844103876680343,13
460,0.05516084805266244,17
461,0.08365491178257252,16
462,0.0667430435410476,15
463,0.09278433142574007,15
464,0.07502966339775484,17
465,0.08066318745000751,15
466,0.07856398441677431,13
467,0.10067988753909476,17
468,0.07320525054874763,17
469,0.06599480257751673,13
470,0.08107703726945671,16
471,0.09294800594478037,17
472,0.08133296233412567,14
473,0.0717186690289521,15
474,0.07754908842907748,15
475,0.08267355469523303,17
476,0.08351401646840854,16
477,0.0840443074465229,15
478,0.08045274759912542,14
479,0.06808683319541972,16
480,0.09587142914744465,16
481,0.07678854330857687,14
482,0.07760210983418703,17
483,0.08945357388760772,15
484,0.07816946736615604,15
485,0.08253699128560853,16
486,0.08321833020470172,15
487,0.07990042568949457,15
488,0.08391077958048652,15
489,0.07852059368824699,16
490,0.06894501512873885,16
491,0.0717962705122977,16
492,0.07981200472567958,15
493,0.080546021833623,16
494,0.09569317052422381,17
495,0.07096823578497427,15
496,0.06796419487124007,17
497,0.07549406614555842,16
498,0.07210212883406161,14
499,0.09589173409709228,14
